FuncionarioChave;Data;DiaSemana;Codigo;Fonte;Observacao
URVX;2022-11-22;TER;NB;STD_2022;
EK5H;2022-11-23;QUA;NB;STD_2022;
YMOF;2022-11-23;QUA;NB;STD_2022;
NSYD;2022-11-23;QUA;O;STD_2022;
TFBN;2022-11-23;QUA;NB;STD_2022;
U4IC;2022-11-23;QUA;NB;STD_2022;
CX1A;2022-11-23;QUA;NB;STD_2022;
URPQ;2022-11-23;QUA;NB;STD_2022;
U3PE;2022-11-23;QUA;NB;STD_2022;
U3PX;2022-11-23;QUA;NB;STD_2022;
URGU;2022-11-23;QUA;NB;STD_2022;
B5QM;2022-11-23;QUA;NB;STD_2022;
BH1E;2022-11-23;QUA;NB;STD_2022;
CXLT;2022-11-23;QUA;NB;STD_2022;
JMU9;2022-11-23;QUA;NB;STD_2022;
FRCF;2022-11-23;QUA;NB;STD_2022;
YT3I;2022-11-23;QUA;NB;STD_2022;
NVBN;2022-11-23;QUA;NB;STD_2022;
FRD9;2022-11-23;QUA;NB;STD_2022;
WV8P;2022-11-23;QUA;NB;STD_2022;
M37R;2022-11-23;QUA;NB;STD_2022;
KB1O;2022-11-23;QUA;NB;STD_2022;
URON;2022-11-23;QUA;NB;STD_2022;
WMFR;2022-11-23;QUA;NB;STD_2022;
URVX;2022-11-23;QUA;NB;STD_2022;
EK5H;2022-11-24;QUI;NB;STD_2022;
YMOF;2022-11-24;QUI;NB;STD_2022;
NSYD;2022-11-24;QUI;O;STD_2022;
TFBN;2022-11-24;QUI;NB;STD_2022;
U4IC;2022-11-24;QUI;NB;STD_2022;
CX1A;2022-11-24;QUI;NB;STD_2022;
URPQ;2022-11-24;QUI;NB;STD_2022;
U3PE;2022-11-24;QUI;NB;STD_2022;
U3PX;2022-11-24;QUI;NB;STD_2022;
URGU;2022-11-24;QUI;NB;STD_2022;
B5QM;2022-11-24;QUI;NB;STD_2022;
BH1E;2022-11-24;QUI;NB;STD_2022;
CXLT;2022-11-24;QUI;NB;STD_2022;
JMU9;2022-11-24;QUI;NB;STD_2022;
FRCF;2022-11-24;QUI;NB;STD_2022;
YT3I;2022-11-24;QUI;NB;STD_2022;
NVBN;2022-11-24;QUI;NB;STD_2022;
FRD9;2022-11-24;QUI;NB;STD_2022;
WV8P;2022-11-24;QUI;NB;STD_2022;
M37R;2022-11-24;QUI;NB;STD_2022;
KB1O;2022-11-24;QUI;NB;STD_2022;
URON;2022-11-24;QUI;NB;STD_2022;
WMFR;2022-11-24;QUI;NB;STD_2022;
URVX;2022-11-24;QUI;NB;STD_2022;
EK5H;2022-11-25;SEX;NB;STD_2022;
YMOF;2022-11-25;SEX;NB;STD_2022;
NSYD;2022-11-25;SEX;O;STD_2022;
TFBN;2022-11-25;SEX;NB;STD_2022;
U4IC;2022-11-25;SEX;NB;STD_2022;
CX1A;2022-11-25;SEX;NB;STD_2022;
URPQ;2022-11-25;SEX;NB;STD_2022;
U3PE;2022-11-25;SEX;NB;STD_2022;
U3PX;2022-11-25;SEX;NB;STD_2022;
URGU;2022-11-25;SEX;NB;STD_2022;
B5QM;2022-11-25;SEX;NB;STD_2022;
BH1E;2022-11-25;SEX;NB;STD_2022;
CXLT;2022-11-25;SEX;NB;STD_2022;
JMU9;2022-11-25;SEX;NB;STD_2022;
FRCF;2022-11-25;SEX;NB;STD_2022;
YT3I;2022-11-25;SEX;NB;STD_2022;
NVBN;2022-11-25;SEX;NB;STD_2022;
FRD9;2022-11-25;SEX;NB;STD_2022;
WV8P;2022-11-25;SEX;NB;STD_2022;
M37R;2022-11-25;SEX;NB;STD_2022;
KB1O;2022-11-25;SEX;NB;STD_2022;
URON;2022-11-25;SEX;NB;STD_2022;
WMFR;2022-11-25;SEX;NB;STD_2022;
URVX;2022-11-25;SEX;NB;STD_2022;
EK5H;2022-11-26;SAB;NB;STD_2022;
YMOF;2022-11-26;SAB;NB;STD_2022;
NSYD;2022-11-26;SAB;O;STD_2022;
TFBN;2022-11-26;SAB;NB;STD_2022;
U4IC;2022-11-26;SAB;NB;STD_2022;
CX1A;2022-11-26;SAB;NB;STD_2022;
URPQ;2022-11-26;SAB;NB;STD_2022;
U3PE;2022-11-26;SAB;NB;STD_2022;
U3PX;2022-11-26;SAB;NB;STD_2022;
URGU;2022-11-26;SAB;NB;STD_2022;
B5QM;2022-11-26;SAB;NB;STD_2022;
BH1E;2022-11-26;SAB;NB;STD_2022;
CXLT;2022-11-26;SAB;NB;STD_2022;
JMU9;2022-11-26;SAB;NB;STD_2022;
FRCF;2022-11-26;SAB;NB;STD_2022;
YT3I;2022-11-26;SAB;NB;STD_2022;
NVBN;2022-11-26;SAB;NB;STD_2022;
FRD9;2022-11-26;SAB;NB;STD_2022;
WV8P;2022-11-26;SAB;NB;STD_2022;
M37R;2022-11-26;SAB;NB;STD_2022;
KB1O;2022-11-26;SAB;NB;STD_2022;
URON;2022-11-26;SAB;NB;STD_2022;
WMFR;2022-11-26;SAB;NB;STD_2022;
URVX;2022-11-26;SAB;NB;STD_2022;
EK5H;2022-11-27;DOM;NB;STD_2022;
YMOF;2022-11-27;DOM;NB;STD_2022;
NSYD;2022-11-27;DOM;O;STD_2022;
TFBN;2022-11-27;DOM;NB;STD_2022;
U4IC;2022-11-27;DOM;NB;STD_2022;
CX1A;2022-11-27;DOM;NB;STD_2022;
URPQ;2022-11-27;DOM;NB;STD_2022;
U3PE;2022-11-27;DOM;NB;STD_2022;
U3PX;2022-11-27;DOM;NB;STD_2022;
URGU;2022-11-27;DOM;NB;STD_2022;
B5QM;2022-11-27;DOM;NB;STD_2022;
BH1E;2022-11-27;DOM;NB;STD_2022;
CXLT;2022-11-27;DOM;NB;STD_2022;
JMU9;2022-11-27;DOM;NB;STD_2022;
FRCF;2022-11-27;DOM;NB;STD_2022;
YT3I;2022-11-27;DOM;NB;STD_2022;
NVBN;2022-11-27;DOM;NB;STD_2022;
FRD9;2022-11-27;DOM;NB;STD_2022;
WV8P;2022-11-27;DOM;NB;STD_2022;
M37R;2022-11-27;DOM;NB;STD_2022;
KB1O;2022-11-27;DOM;NB;STD_2022;
URON;2022-11-27;DOM;NB;STD_2022;
WMFR;2022-11-27;DOM;NB;STD_2022;
URVX;2022-11-27;DOM;NB;STD_2022;
EK5H;2022-11-28;SEG;NB;STD_2022;
YMOF;2022-11-28;SEG;NB;STD_2022;
NSYD;2022-11-28;SEG;O;STD_2022;
TFBN;2022-11-28;SEG;NB;STD_2022;
U4IC;2022-11-28;SEG;NB;STD_2022;
CX1A;2022-11-28;SEG;NB;STD_2022;
URPQ;2022-11-28;SEG;NB;STD_2022;
U3PE;2022-11-28;SEG;NB;STD_2022;
U3PX;2022-11-28;SEG;NB;STD_2022;
URGU;2022-11-28;SEG;NB;STD_2022;
B5QM;2022-11-28;SEG;NB;STD_2022;
BH1E;2022-11-28;SEG;NB;STD_2022;
CXLT;2022-11-28;SEG;NB;STD_2022;
JMU9;2022-11-28;SEG;NB;STD_2022;
FRCF;2022-11-28;SEG;NB;STD_2022;
YT3I;2022-11-28;SEG;NB;STD_2022;
NVBN;2022-11-28;SEG;NB;STD_2022;
FRD9;2022-11-28;SEG;NB;STD_2022;
WV8P;2022-11-28;SEG;NB;STD_2022;
M37R;2022-11-28;SEG;NB;STD_2022;
KB1O;2022-11-28;SEG;NB;STD_2022;
URON;2022-11-28;SEG;NB;STD_2022;
WMFR;2022-11-28;SEG;NB;STD_2022;
URVX;2022-11-28;SEG;NB;STD_2022;
EK5H;2022-11-29;TER;NB;STD_2022;
YMOF;2022-11-29;TER;NB;STD_2022;
NSYD;2022-11-29;TER;O;STD_2022;
TFBN;2022-11-29;TER;NB;STD_2022;
U4IC;2022-11-29;TER;NB;STD_2022;
CX1A;2022-11-29;TER;NB;STD_2022;
URPQ;2022-11-29;TER;NB;STD_2022;
U3PE;2022-11-29;TER;NB;STD_2022;
U3PX;2022-11-29;TER;NB;STD_2022;
URGU;2022-11-29;TER;NB;STD_2022;
B5QM;2022-11-29;TER;NB;STD_2022;
BH1E;2022-11-29;TER;NB;STD_2022;
CXLT;2022-11-29;TER;NB;STD_2022;
JMU9;2022-11-29;TER;NB;STD_2022;
FRCF;2022-11-29;TER;NB;STD_2022;
YT3I;2022-11-29;TER;NB;STD_2022;
NVBN;2022-11-29;TER;NB;STD_2022;
FRD9;2022-11-29;TER;NB;STD_2022;
WV8P;2022-11-29;TER;NB;STD_2022;
M37R;2022-11-29;TER;NB;STD_2022;
KB1O;2022-11-29;TER;NB;STD_2022;
URON;2022-11-29;TER;NB;STD_2022;
WMFR;2022-11-29;TER;NB;STD_2022;
URVX;2022-11-29;TER;NB;STD_2022;
EK5H;2022-11-30;QUA;NB;STD_2022;
YMOF;2022-11-30;QUA;NB;STD_2022;
NSYD;2022-11-30;QUA;O;STD_2022;
TFBN;2022-11-30;QUA;NB;STD_2022;
U4IC;2022-11-30;QUA;NB;STD_2022;
CX1A;2022-11-30;QUA;NB;STD_2022;
URPQ;2022-11-30;QUA;NB;STD_2022;
U3PE;2022-11-30;QUA;NB;STD_2022;
U3PX;2022-11-30;QUA;NB;STD_2022;
URGU;2022-11-30;QUA;NB;STD_2022;
B5QM;2022-11-30;QUA;NB;STD_2022;
BH1E;2022-11-30;QUA;NB;STD_2022;
CXLT;2022-11-30;QUA;NB;STD_2022;
JMU9;2022-11-30;QUA;B;STD_2022;
FRCF;2022-11-30;QUA;NB;STD_2022;
YT3I;2022-11-30;QUA;NB;STD_2022;
NVBN;2022-11-30;QUA;NB;STD_2022;
FRD9;2022-11-30;QUA;NB;STD_2022;
WV8P;2022-11-30;QUA;NB;STD_2022;
M37R;2022-11-30;QUA;NB;STD_2022;
KB1O;2022-11-30;QUA;NB;STD_2022;
URON;2022-11-30;QUA;NB;STD_2022;
WMFR;2022-11-30;QUA;NB;STD_2022;
URVX;2022-11-30;QUA;NB;STD_2022;
EK5H;2022-12-01;QUI;NB;STD_2022;
YMOF;2022-12-01;QUI;NB;STD_2022;
NSYD;2022-12-01;QUI;EM;STD_2022;
TFBN;2022-12-01;QUI;NB;STD_2022;
U4IC;2022-12-01;QUI;NB;STD_2022;
CX1A;2022-12-01;QUI;NB;STD_2022;
URPQ;2022-12-01;QUI;B;STD_2022;
U3PE;2022-12-01;QUI;NB;STD_2022;
U3PX;2022-12-01;QUI;NB;STD_2022;
URGU;2022-12-01;QUI;NB;STD_2022;
B5QM;2022-12-01;QUI;NB;STD_2022;
BH1E;2022-12-01;QUI;NB;STD_2022;
CXLT;2022-12-01;QUI;NB;STD_2022;
JMU9;2022-12-01;QUI;B;STD_2022;
FRCF;2022-12-01;QUI;NB;STD_2022;
YT3I;2022-12-01;QUI;NB;STD_2022;
NVBN;2022-12-01;QUI;NB;STD_2022;
FRD9;2022-12-01;QUI;NB;STD_2022;
WV8P;2022-12-01;QUI;NB;STD_2022;
M37R;2022-12-01;QUI;NB;STD_2022;
KB1O;2022-12-01;QUI;O;STD_2022;
URON;2022-12-01;QUI;NB;STD_2022;
WMFR;2022-12-01;QUI;NB;STD_2022;
URVX;2022-12-01;QUI;NB;STD_2022;
EK5H;2022-12-02;SEX;NB;STD_2022;
YMOF;2022-12-02;SEX;NB;STD_2022;
NSYD;2022-12-02;SEX;EM;STD_2022;
TFBN;2022-12-02;SEX;NB;STD_2022;
U4IC;2022-12-02;SEX;NB;STD_2022;
CX1A;2022-12-02;SEX;NB;STD_2022;
URPQ;2022-12-02;SEX;B;STD_2022;
U3PE;2022-12-02;SEX;NB;STD_2022;
U3PX;2022-12-02;SEX;NB;STD_2022;
URGU;2022-12-02;SEX;NB;STD_2022;
B5QM;2022-12-02;SEX;NB;STD_2022;
BH1E;2022-12-02;SEX;NB;STD_2022;
CXLT;2022-12-02;SEX;NB;STD_2022;
JMU9;2022-12-02;SEX;HO;STD_2022;
FRCF;2022-12-02;SEX;NB;STD_2022;
YT3I;2022-12-02;SEX;NB;STD_2022;
NVBN;2022-12-02;SEX;NB;STD_2022;
FRD9;2022-12-02;SEX;NB;STD_2022;
WV8P;2022-12-02;SEX;NB;STD_2022;
M37R;2022-12-02;SEX;NB;STD_2022;
KB1O;2022-12-02;SEX;O;STD_2022;
URON;2022-12-02;SEX;NB;STD_2022;
WMFR;2022-12-02;SEX;NB;STD_2022;
URVX;2022-12-02;SEX;NB;STD_2022;
EK5H;2022-12-03;SAB;NB;STD_2022;
YMOF;2022-12-03;SAB;NB;STD_2022;
NSYD;2022-12-03;SAB;EM;STD_2022;
TFBN;2022-12-03;SAB;NB;STD_2022;
U4IC;2022-12-03;SAB;NB;STD_2022;
CX1A;2022-12-03;SAB;NB;STD_2022;
URPQ;2022-12-03;SAB;FS;STD_2022;
U3PE;2022-12-03;SAB;NB;STD_2022;
U3PX;2022-12-03;SAB;NB;STD_2022;
URGU;2022-12-03;SAB;NB;STD_2022;
B5QM;2022-12-03;SAB;NB;STD_2022;
BH1E;2022-12-03;SAB;NB;STD_2022;
CXLT;2022-12-03;SAB;NB;STD_2022;
JMU9;2022-12-03;SAB;FS;STD_2022;
FRCF;2022-12-03;SAB;NB;STD_2022;
YT3I;2022-12-03;SAB;NB;STD_2022;
NVBN;2022-12-03;SAB;NB;STD_2022;
FRD9;2022-12-03;SAB;NB;STD_2022;
WV8P;2022-12-03;SAB;NB;STD_2022;
M37R;2022-12-03;SAB;NB;STD_2022;
KB1O;2022-12-03;SAB;FS;STD_2022;
URON;2022-12-03;SAB;NB;STD_2022;
WMFR;2022-12-03;SAB;NB;STD_2022;
URVX;2022-12-03;SAB;NB;STD_2022;
EK5H;2022-12-04;DOM;NB;STD_2022;
YMOF;2022-12-04;DOM;NB;STD_2022;
NSYD;2022-12-04;DOM;EM;STD_2022;
TFBN;2022-12-04;DOM;NB;STD_2022;
U4IC;2022-12-04;DOM;NB;STD_2022;
CX1A;2022-12-04;DOM;NB;STD_2022;
URPQ;2022-12-04;DOM;FS;STD_2022;
U3PE;2022-12-04;DOM;NB;STD_2022;
U3PX;2022-12-04;DOM;NB;STD_2022;
URGU;2022-12-04;DOM;NB;STD_2022;
B5QM;2022-12-04;DOM;NB;STD_2022;
BH1E;2022-12-04;DOM;NB;STD_2022;
CXLT;2022-12-04;DOM;NB;STD_2022;
JMU9;2022-12-04;DOM;FS;STD_2022;
FRCF;2022-12-04;DOM;NB;STD_2022;
YT3I;2022-12-04;DOM;NB;STD_2022;
NVBN;2022-12-04;DOM;NB;STD_2022;
FRD9;2022-12-04;DOM;NB;STD_2022;
WV8P;2022-12-04;DOM;NB;STD_2022;
M37R;2022-12-04;DOM;NB;STD_2022;
KB1O;2022-12-04;DOM;FS;STD_2022;
URON;2022-12-04;DOM;NB;STD_2022;
WMFR;2022-12-04;DOM;NB;STD_2022;
URVX;2022-12-04;DOM;NB;STD_2022;
EK5H;2022-12-05;SEG;NB;STD_2022;
YMOF;2022-12-05;SEG;NB;STD_2022;
NSYD;2022-12-05;SEG;EM;STD_2022;
TFBN;2022-12-05;SEG;NB;STD_2022;
U4IC;2022-12-05;SEG;NB;STD_2022;
CX1A;2022-12-05;SEG;NB;STD_2022;
URPQ;2022-12-05;SEG;B;STD_2022;
U3PE;2022-12-05;SEG;NB;STD_2022;
U3PX;2022-12-05;SEG;NB;STD_2022;
URGU;2022-12-05;SEG;NB;STD_2022;
B5QM;2022-12-05;SEG;NB;STD_2022;
BH1E;2022-12-05;SEG;NB;STD_2022;
CXLT;2022-12-05;SEG;NB;STD_2022;
JMU9;2022-12-05;SEG;HO;STD_2022;
FRCF;2022-12-05;SEG;NB;STD_2022;
YT3I;2022-12-05;SEG;NB;STD_2022;
NVBN;2022-12-05;SEG;NB;STD_2022;
FRD9;2022-12-05;SEG;NB;STD_2022;
WV8P;2022-12-05;SEG;NB;STD_2022;
M37R;2022-12-05;SEG;NB;STD_2022;
KB1O;2022-12-05;SEG;O;STD_2022;
URON;2022-12-05;SEG;NB;STD_2022;
WMFR;2022-12-05;SEG;NB;STD_2022;
URVX;2022-12-05;SEG;NB;STD_2022;
EK5H;2022-12-06;TER;NB;STD_2022;
YMOF;2022-12-06;TER;NB;STD_2022;
NSYD;2022-12-06;TER;EM;STD_2022;
TFBN;2022-12-06;TER;NB;STD_2022;
U4IC;2022-12-06;TER;NB;STD_2022;
CX1A;2022-12-06;TER;NB;STD_2022;
URPQ;2022-12-06;TER;B;STD_2022;
U3PE;2022-12-06;TER;NB;STD_2022;
U3PX;2022-12-06;TER;NB;STD_2022;
URGU;2022-12-06;TER;NB;STD_2022;
B5QM;2022-12-06;TER;NB;STD_2022;
BH1E;2022-12-06;TER;NB;STD_2022;
CXLT;2022-12-06;TER;NB;STD_2022;
JMU9;2022-12-06;TER;HO;STD_2022;
FRCF;2022-12-06;TER;NB;STD_2022;
YT3I;2022-12-06;TER;NB;STD_2022;
NVBN;2022-12-06;TER;NB;STD_2022;
FRD9;2022-12-06;TER;NB;STD_2022;
WV8P;2022-12-06;TER;NB;STD_2022;
M37R;2022-12-06;TER;NB;STD_2022;
KB1O;2022-12-06;TER;O;STD_2022;
URON;2022-12-06;TER;NB;STD_2022;
WMFR;2022-12-06;TER;NB;STD_2022;
URVX;2022-12-06;TER;NB;STD_2022;
EK5H;2022-12-07;QUA;NB;STD_2022;
YMOF;2022-12-07;QUA;NB;STD_2022;
NSYD;2022-12-07;QUA;EM;STD_2022;
TFBN;2022-12-07;QUA;NB;STD_2022;
U4IC;2022-12-07;QUA;NB;STD_2022;
CX1A;2022-12-07;QUA;NB;STD_2022;
URPQ;2022-12-07;QUA;HO;STD_2022;
U3PE;2022-12-07;QUA;NB;STD_2022;
U3PX;2022-12-07;QUA;NB;STD_2022;
URGU;2022-12-07;QUA;NB;STD_2022;
B5QM;2022-12-07;QUA;NB;STD_2022;
BH1E;2022-12-07;QUA;NB;STD_2022;
CXLT;2022-12-07;QUA;NB;STD_2022;
JMU9;2022-12-07;QUA;B;STD_2022;
FRCF;2022-12-07;QUA;NB;STD_2022;
YT3I;2022-12-07;QUA;NB;STD_2022;
NVBN;2022-12-07;QUA;NB;STD_2022;
FRD9;2022-12-07;QUA;NB;STD_2022;
WV8P;2022-12-07;QUA;NB;STD_2022;
M37R;2022-12-07;QUA;NB;STD_2022;
KB1O;2022-12-07;QUA;O;STD_2022;
URON;2022-12-07;QUA;NB;STD_2022;
WMFR;2022-12-07;QUA;NB;STD_2022;
URVX;2022-12-07;QUA;NB;STD_2022;
EK5H;2022-12-08;QUI;NB;STD_2022;
YMOF;2022-12-08;QUI;NB;STD_2022;
NSYD;2022-12-08;QUI;EM;STD_2022;
TFBN;2022-12-08;QUI;NB;STD_2022;
U4IC;2022-12-08;QUI;NB;STD_2022;
CX1A;2022-12-08;QUI;NB;STD_2022;
URPQ;2022-12-08;QUI;HO;STD_2022;
U3PE;2022-12-08;QUI;NB;STD_2022;
U3PX;2022-12-08;QUI;NB;STD_2022;
URGU;2022-12-08;QUI;NB;STD_2022;
B5QM;2022-12-08;QUI;NB;STD_2022;
BH1E;2022-12-08;QUI;NB;STD_2022;
CXLT;2022-12-08;QUI;NB;STD_2022;
JMU9;2022-12-08;QUI;B;STD_2022;
FRCF;2022-12-08;QUI;NB;STD_2022;
YT3I;2022-12-08;QUI;NB;STD_2022;
NVBN;2022-12-08;QUI;NB;STD_2022;
FRD9;2022-12-08;QUI;NB;STD_2022;
WV8P;2022-12-08;QUI;NB;STD_2022;
M37R;2022-12-08;QUI;NB;STD_2022;
KB1O;2022-12-08;QUI;O;STD_2022;
URON;2022-12-08;QUI;NB;STD_2022;
WMFR;2022-12-08;QUI;NB;STD_2022;
URVX;2022-12-08;QUI;NB;STD_2022;
EK5H;2022-12-09;SEX;NB;STD_2022;
YMOF;2022-12-09;SEX;NB;STD_2022;
NSYD;2022-12-09;SEX;EM;STD_2022;
TFBN;2022-12-09;SEX;NB;STD_2022;
U4IC;2022-12-09;SEX;NB;STD_2022;
CX1A;2022-12-09;SEX;NB;STD_2022;
URPQ;2022-12-09;SEX;EVT;STD_2022;
U3PE;2022-12-09;SEX;NB;STD_2022;
U3PX;2022-12-09;SEX;NB;STD_2022;
URGU;2022-12-09;SEX;NB;STD_2022;
B5QM;2022-12-09;SEX;NB;STD_2022;
BH1E;2022-12-09;SEX;NB;STD_2022;
CXLT;2022-12-09;SEX;NB;STD_2022;
JMU9;2022-12-09;SEX;HO;STD_2022;
FRCF;2022-12-09;SEX;NB;STD_2022;
YT3I;2022-12-09;SEX;NB;STD_2022;
NVBN;2022-12-09;SEX;NB;STD_2022;
FRD9;2022-12-09;SEX;NB;STD_2022;
WV8P;2022-12-09;SEX;NB;STD_2022;
M37R;2022-12-09;SEX;NB;STD_2022;
KB1O;2022-12-09;SEX;O;STD_2022;
URON;2022-12-09;SEX;NB;STD_2022;
WMFR;2022-12-09;SEX;NB;STD_2022;
URVX;2022-12-09;SEX;NB;STD_2022;
EK5H;2022-12-10;SAB;NB;STD_2022;
YMOF;2022-12-10;SAB;NB;STD_2022;
NSYD;2022-12-10;SAB;EM;STD_2022;
TFBN;2022-12-10;SAB;NB;STD_2022;
U4IC;2022-12-10;SAB;NB;STD_2022;
CX1A;2022-12-10;SAB;NB;STD_2022;
URPQ;2022-12-10;SAB;EVT;STD_2022;
U3PE;2022-12-10;SAB;NB;STD_2022;
U3PX;2022-12-10;SAB;NB;STD_2022;
URGU;2022-12-10;SAB;NB;STD_2022;
B5QM;2022-12-10;SAB;NB;STD_2022;
BH1E;2022-12-10;SAB;NB;STD_2022;
CXLT;2022-12-10;SAB;NB;STD_2022;
JMU9;2022-12-10;SAB;FS;STD_2022;
FRCF;2022-12-10;SAB;NB;STD_2022;
YT3I;2022-12-10;SAB;NB;STD_2022;
NVBN;2022-12-10;SAB;NB;STD_2022;
FRD9;2022-12-10;SAB;NB;STD_2022;
WV8P;2022-12-10;SAB;NB;STD_2022;
M37R;2022-12-10;SAB;NB;STD_2022;
KB1O;2022-12-10;SAB;FS;STD_2022;
URON;2022-12-10;SAB;NB;STD_2022;
WMFR;2022-12-10;SAB;NB;STD_2022;
URVX;2022-12-10;SAB;NB;STD_2022;
EK5H;2022-12-11;DOM;NB;STD_2022;
YMOF;2022-12-11;DOM;NB;STD_2022;
NSYD;2022-12-11;DOM;EM;STD_2022;
TFBN;2022-12-11;DOM;NB;STD_2022;
U4IC;2022-12-11;DOM;NB;STD_2022;
CX1A;2022-12-11;DOM;NB;STD_2022;
URPQ;2022-12-11;DOM;EVT;STD_2022;
U3PE;2022-12-11;DOM;NB;STD_2022;
U3PX;2022-12-11;DOM;NB;STD_2022;
URGU;2022-12-11;DOM;NB;STD_2022;
B5QM;2022-12-11;DOM;NB;STD_2022;
BH1E;2022-12-11;DOM;NB;STD_2022;
CXLT;2022-12-11;DOM;NB;STD_2022;
JMU9;2022-12-11;DOM;FS;STD_2022;
FRCF;2022-12-11;DOM;NB;STD_2022;
YT3I;2022-12-11;DOM;NB;STD_2022;
NVBN;2022-12-11;DOM;NB;STD_2022;
FRD9;2022-12-11;DOM;NB;STD_2022;
WV8P;2022-12-11;DOM;NB;STD_2022;
M37R;2022-12-11;DOM;NB;STD_2022;
KB1O;2022-12-11;DOM;FS;STD_2022;
URON;2022-12-11;DOM;NB;STD_2022;
WMFR;2022-12-11;DOM;NB;STD_2022;
URVX;2022-12-11;DOM;NB;STD_2022;
EK5H;2022-12-12;SEG;NB;STD_2022;
YMOF;2022-12-12;SEG;NB;STD_2022;
NSYD;2022-12-12;SEG;EM;STD_2022;
TFBN;2022-12-12;SEG;NB;STD_2022;
U4IC;2022-12-12;SEG;NB;STD_2022;
CX1A;2022-12-12;SEG;NB;STD_2022;
URPQ;2022-12-12;SEG;EVT;STD_2022;
U3PE;2022-12-12;SEG;NB;STD_2022;
U3PX;2022-12-12;SEG;NB;STD_2022;
URGU;2022-12-12;SEG;NB;STD_2022;
B5QM;2022-12-12;SEG;NB;STD_2022;
BH1E;2022-12-12;SEG;NB;STD_2022;
CXLT;2022-12-12;SEG;NB;STD_2022;
JMU9;2022-12-12;SEG;HO;STD_2022;
FRCF;2022-12-12;SEG;NB;STD_2022;
YT3I;2022-12-12;SEG;NB;STD_2022;
NVBN;2022-12-12;SEG;NB;STD_2022;
FRD9;2022-12-12;SEG;NB;STD_2022;
WV8P;2022-12-12;SEG;NB;STD_2022;
M37R;2022-12-12;SEG;NB;STD_2022;
KB1O;2022-12-12;SEG;O;STD_2022;
URON;2022-12-12;SEG;NB;STD_2022;
WMFR;2022-12-12;SEG;NB;STD_2022;
URVX;2022-12-12;SEG;NB;STD_2022;
EK5H;2022-12-13;TER;NB;STD_2022;
YMOF;2022-12-13;TER;NB;STD_2022;
NSYD;2022-12-13;TER;EM;STD_2022;
TFBN;2022-12-13;TER;NB;STD_2022;
U4IC;2022-12-13;TER;NB;STD_2022;
CX1A;2022-12-13;TER;NB;STD_2022;
URPQ;2022-12-13;TER;EVT;STD_2022;
U3PE;2022-12-13;TER;NB;STD_2022;
U3PX;2022-12-13;TER;NB;STD_2022;
URGU;2022-12-13;TER;NB;STD_2022;
B5QM;2022-12-13;TER;NB;STD_2022;
BH1E;2022-12-13;TER;NB;STD_2022;
CXLT;2022-12-13;TER;NB;STD_2022;
JMU9;2022-12-13;TER;HO;STD_2022;
FRCF;2022-12-13;TER;NB;STD_2022;
YT3I;2022-12-13;TER;NB;STD_2022;
NVBN;2022-12-13;TER;NB;STD_2022;
FRD9;2022-12-13;TER;NB;STD_2022;
WV8P;2022-12-13;TER;NB;STD_2022;
M37R;2022-12-13;TER;NB;STD_2022;
KB1O;2022-12-13;TER;O;STD_2022;
URON;2022-12-13;TER;NB;STD_2022;
WMFR;2022-12-13;TER;NB;STD_2022;
URVX;2022-12-13;TER;NB;STD_2022;
EK5H;2022-12-14;QUA;NB;STD_2022;
YMOF;2022-12-14;QUA;NB;STD_2022;
NSYD;2022-12-14;QUA;EM;STD_2022;
TFBN;2022-12-14;QUA;NB;STD_2022;
U4IC;2022-12-14;QUA;NB;STD_2022;
CX1A;2022-12-14;QUA;NB;STD_2022;
URPQ;2022-12-14;QUA;EVT;STD_2022;
U3PE;2022-12-14;QUA;NB;STD_2022;
U3PX;2022-12-14;QUA;NB;STD_2022;
URGU;2022-12-14;QUA;NB;STD_2022;
B5QM;2022-12-14;QUA;NB;STD_2022;
BH1E;2022-12-14;QUA;NB;STD_2022;
CXLT;2022-12-14;QUA;NB;STD_2022;
JMU9;2022-12-14;QUA;B;STD_2022;
FRCF;2022-12-14;QUA;NB;STD_2022;
YT3I;2022-12-14;QUA;NB;STD_2022;
NVBN;2022-12-14;QUA;NB;STD_2022;
FRD9;2022-12-14;QUA;NB;STD_2022;
WV8P;2022-12-14;QUA;NB;STD_2022;
M37R;2022-12-14;QUA;NB;STD_2022;
KB1O;2022-12-14;QUA;HO;STD_2022;
URON;2022-12-14;QUA;NB;STD_2022;
WMFR;2022-12-14;QUA;NB;STD_2022;
URVX;2022-12-14;QUA;NB;STD_2022;
EK5H;2022-12-15;QUI;NB;STD_2022;
YMOF;2022-12-15;QUI;NB;STD_2022;
NSYD;2022-12-15;QUI;O;STD_2022;
TFBN;2022-12-15;QUI;NB;STD_2022;
U4IC;2022-12-15;QUI;NB;STD_2022;
CX1A;2022-12-15;QUI;NB;STD_2022;
URPQ;2022-12-15;QUI;EVT;STD_2022;
U3PE;2022-12-15;QUI;NB;STD_2022;
U3PX;2022-12-15;QUI;NB;STD_2022;
URGU;2022-12-15;QUI;NB;STD_2022;
B5QM;2022-12-15;QUI;NB;STD_2022;
BH1E;2022-12-15;QUI;NB;STD_2022;
CXLT;2022-12-15;QUI;NB;STD_2022;
JMU9;2022-12-15;QUI;B;STD_2022;
FRCF;2022-12-15;QUI;NB;STD_2022;
YT3I;2022-12-15;QUI;NB;STD_2022;
